Fecha;Medio;Año;Posición;Artista;Canción;Nacionalidad;Género
Abril;Radio;2024;97;Alanys Lagos;Modo AviÃ³n;CL;Latino/Tropical
Abril;Radio;2024;98;Robbie Williams;Angels [XXV];GB;Pop
Abril;Radio;2024;99;Los Prisioneros;Tren Al Sur;CL;Rock
Abril;Radio;2024;100;Sophie Ellis-Bextor;Murder On The Dancefloor;GB;Pop
Mayo;Radio;2024;1;Chayanne;Necesito Un Segundo;PR;Pop
Mayo;Radio;2024;2;Shakira , Cardi B;PunterÃ­a;CO;Pop
Mayo;Radio;2024;3;Feid, Atl Jacob;Luna;CO;Urbano
Mayo;Radio;2024;4;Sabrina Carpenter;Espresso;US;Pop
Mayo;Radio;2024;5;Diego Torres;Mejor Que Ayer;AR;Pop
Mayo;Radio;2024;6;Karol G Y TiÃ«sto;Contigo;CO;Urbano
Mayo;Radio;2024;7;Myke Towers;La Falda;PR;Urbano
Mayo;Radio;2024;8;Floyymenor, Cris Mj;Gata Only;CL, CL;Urbano
Mayo;Radio;2024;9;Mesita, Nicki Nicole;Una Foto Remix (Feat. Emilia);US, AR;Urbano
Mayo;Radio;2024;10;Benson Boone;Beautiful Things;US;Pop
Mayo;Radio;2024;11;Harry Styles;As It Was;GB;Pop
Mayo;Radio;2024;12;Kidd Voodo;Enrolar Feat. Easykid, Swift;CL;Urbano
Mayo;Radio;2024;13;Morat;Faltas Tu;CO;Pop
Mayo;Radio;2024;14;Luis Fonsi Feat. Demi Lovato;Echame La Culpa;PR;Pop
Mayo;Radio;2024;15;Charles , Eddie;Would I Lie To You?;US;Pop
Mayo;Radio;2024;16;Bizarrap, Shakira;Shakira: Bzrp Music Sessions, Vol. 53;AR, CO;Urbano
Mayo;Radio;2024;17;Miguel Mateos - Zas;Cuando Seas Grande;AR;Rock
Mayo;Radio;2024;18;Taylor Swift;Fortnight Ft. Post Malone;US;Pop
Mayo;Radio;2024;19;Karol G;MI EX TENÃA RAZÃ“N;CO;Urbano
Mayo;Radio;2024;20;Miguel Mateos - Zas;Llamame Si Me Necesitas;AR;Rock
Mayo;Radio;2024;21;Miley Cyrus;Flowers;US;Pop
Mayo;Radio;2024;22;Manuel Turizo;La Bachata;CO;Urbano
Mayo;Radio;2024;23;The Weeknd;Blinding Lights;CA;Pop
Mayo;Radio;2024;24;Grupo Quetzal;El Condor Pasa;MX;Latino/Tropical
Mayo;Radio;2024;25;Kali Uchis;Igual Que Un Ãngel (With Peso Pluma);US;Pop
Mayo;Radio;2024;26;Dua Lipa;Training Season;GB;Pop
Mayo;Radio;2024;27;Emilia , Tini;La_Original.Mp3;SE;Urbano
Mayo;Radio;2024;28;Elton John, Dua Lipa;Cold Heart (PNAU Remix);GB, GB;Pop
Mayo;Radio;2024;29;Luis Fonsi;No Me Doy Por Vencido;PR;Latino/Tropical
Mayo;Radio;2024;30;JESSE , JOY;Lo Que Nos FaltÃ³ Decir;US;Pop
Mayo;Radio;2024;31;Dua Lipa;Houdini;GB;Pop
Mayo;Radio;2024;32;Los Bunkers;Llueve Sobre La Ciudad;CL;Rock
Mayo;Radio;2024;33;Dua Lipa;Dance The Night;GB;Pop
Mayo;Radio;2024;34;Mon Laferte;Tu Falta De Querer;MX;Pop
Mayo;Radio;2024;35;RosalÃ­a;DespechÃ¡;ES;Latino/Tropical
Mayo;Radio;2024;36;Diego Torres;Color Esperanza;AR;Pop
Mayo;Radio;2024;37;Teddy Swims;Lose Control;US;Pop
Mayo;Radio;2024;38;Justin Timberlake;Can'T Stop The Feeling!;US;Pop
Mayo;Radio;2024;39;Dua Lipa;Illusion;GB;Pop
Mayo;Radio;2024;40;Jaxomy X Agatino Romero X Raffaella CarrÃ;Pedro;AL;Electrónica
Mayo;Radio;2024;41;SebastiÃ¡n Yatra, Manuel Turizo;Vagabundo;CO, CO;Pop
Mayo;Radio;2024;42;Luis Fonsi , Omar Montes;Marbella;PR;Latino/Tropical
Mayo;Radio;2024;43;Bizarrap;Quevedo: Bzrp Music Sessions, Vol. 52;AR;Urbano
Mayo;Radio;2024;44;Katteyes, Kidd Voodoo;Tas Texteandome;CL;Urbano
Mayo;Radio;2024;45;Diego Torres;Que No Me Pierda;AR;Pop
Mayo;Radio;2024;46;Young Miko;Curita;PR;Urbano
Mayo;Radio;2024;47;Los Bunkers;Bailando Solo;CL;Rock
Mayo;Radio;2024;48;Ed Sheeran;Shape Of You;GB;Pop
Mayo;Radio;2024;49;Myke Towers;Lala;PR;Urbano
Mayo;Radio;2024;50;Tate Mcrae;Greedy;CA;Pop
Mayo;Radio;2024;51;Lenny TavÃ¡rez;El Amor De Tu Vida (Feat. Lenny TavÃ¡rez , Best);PR;Urbano
Mayo;Radio;2024;52;PolimÃ¡ Westcoast , Pailita;ULTRA SOLO;CL;Urbano
Mayo;Radio;2024;53;Los Nocheros;Mama, MamÃ¡ (Live);AR;Folk/Indie
Mayo;Radio;2024;54;Tiago Pzk , Ke Personajes;Piel;AR;Urbano
Mayo;Radio;2024;55;Harry Styles;Watermelon Sugar;GB;Pop
Mayo;Radio;2024;56;Big One, Ke Personajes, Fmk;Un Finde;AR, AR, AR;Urbano
Mayo;Radio;2024;57;Pablo Chill-E;Gitana (Feat. Bryartz);CL;Urbano
Mayo;Radio;2024;58;Wisin;Algo Me Gusta De Ti Feat. Chris Brown, T-Pain;PR;Urbano
Mayo;Radio;2024;59;Miguel Mateos;Obsesion;AR;Rock
Mayo;Radio;2024;60;Ela Taubert;Â¿CÃ³mo PasÃ³?;CO;Pop
Mayo;Radio;2024;61;Rema, Selena Gomez;Calm Down (With Selena Gomez);NG, US;Pop
Mayo;Radio;2024;62;Karol G;PROVENZA;CO;Urbano
Mayo;Radio;2024;63;Damas Gratis, Ke Personajes;Costumbres (Vivo);AR, AR;Latino/Tropical
Mayo;Radio;2024;64;Santaferia;AlgÃºn DÃ­a Volveras;AR;Latino/Tropical
Mayo;Radio;2024;65;Camila;BÃ©same;US;Pop
Mayo;Radio;2024;66;Pharrell Williams;Happy;US;Pop
Mayo;Radio;2024;67;Gino Mella, Jairo Vera;El Amor De Tu Vida;CL;Urbano
Mayo;Radio;2024;68;Brytiago , Anuel Aa;Kilerito;PR;Urbano
Mayo;Radio;2024;69;Camila;Todo Cambio;US;Pop
Mayo;Radio;2024;70;Ariana Grande;Yes, And?;US;Pop
Mayo;Radio;2024;71;Chayanne;Bailando Bachata;PR;Pop
Mayo;Radio;2024;72;Maria Becerra, Chencho Corleone, Ovy On The Drums;Piscina;AR, PR, CO;Urbano
Mayo;Radio;2024;73;Luis Fonsi;Despacito (Featuring Daddy Yankee);PR;Urbano
Mayo;Radio;2024;74;Amy Winehouse;Rehab;GB;Pop
Mayo;Radio;2024;75;Los Prisioneros;Tren Al Sur;CL;Rock
Mayo;Radio;2024;76;Maluma , Carin Leon;SegÃºn QuiÃ©n;CO;Urbano
Mayo;Radio;2024;77;Dua Lipa;Love Again;GB;Pop
Mayo;Radio;2024;78;Morat;Cuando Nadie Ve;CO;Pop
Mayo;Radio;2024;79;LENNY KRAVITZ;Human;US;Rock
Mayo;Radio;2024;80;Coldplay;Viva La Vida;GB;Pop
Mayo;Radio;2024;81;BeyoncÃ©;Texas Hold Â´Em;US;Pop
Mayo;Radio;2024;82;Djo;End Of Beginning;US;Pop
Mayo;Radio;2024;83;SebastiÃ¡n Yatra;Tacones Rojos;CO;Pop
Mayo;Radio;2024;84;Dua Lipa;Don't Start Now;GB;Pop
Mayo;Radio;2024;85;Miguel Mateos;Obsesion;AR;Rock
Mayo;Radio;2024;86;Lit Killah, Tiago Pzk, Maria Becerra;Los Del Espacio;AR, AR;Urbano
Mayo;Radio;2024;87;Bruno Mars;Treasure;US;Pop
Mayo;Radio;2024;88;Ariana Grande;We Can't Be Friends (Wait For Your Love);US;Pop
Mayo;Radio;2024;89;Adele;Easy On Me;GB;Pop
Mayo;Radio;2024;90;ABBA;Dancing Queen;SE;Rock
Mayo;Radio;2024;91;Quevedo;Columbia;ES;Urbano
Mayo;Radio;2024;92;Robbie Williams;Angels;GB;Pop
Mayo;Radio;2024;93;Rauw Alejandro;Todo De Ti;PR;Urbano
Mayo;Radio;2024;94;Los Diablos;Lazos De Amistad;ES;Pop
Mayo;Radio;2024;95;Capital Cities;Kangaroo Court;US;Pop
Mayo;Radio;2024;96;R.E.M.;Everybody Hurts (Album Version);US;Rock
Mayo;Radio;2024;97;Shawn Mendes , Camila Cabello;SeÃ±orita;CA;Pop
Mayo;Radio;2024;98;Sin Bandera;Kilometros;MX;Pop
Mayo;Radio;2024;99;Pablo AlborÃ¡n;Saturno;ES;Pop
Mayo;Radio;2024;100;Adele;Rolling In The Deep;GB;Pop
Junio;Radio;2024;1;Sabrina Carpenter;Espresso;US;Pop
Junio;Radio;2024;2;Santa Feria Ft Zumbale Primo;Que Te Vaya Bien;CL;Latino/Tropical
Junio;Radio;2024;3;Maria Becerra;IMAN (Two Of Us);AR;Urbano
Junio;Radio;2024;4;Shakira , Cardi B;PunterÃ­a;CO;Pop
Junio;Radio;2024;5;Feid, Atl Jacob;Luna;CO;Urbano
Junio;Radio;2024;6;Pablo Chill-E;Gitana (Feat. Bryartz);CL;Urbano
Junio;Radio;2024;7;Carin Leon, Camilo;Una Vida Pasada;MX, ES;Pop
Junio;Radio;2024;8;Myke Towers;La Falda;PR;Urbano
Junio;Radio;2024;9;Harry Styles;As It Was;GB;Pop
Junio;Radio;2024;10;Morat;Faltas Tu;CO;Pop
Junio;Radio;2024;11;Kidd Voodo;Enrolar Feat. Easykid, Swift;CL;Urbano
Junio;Radio;2024;12;The Weeknd;Blinding Lights;CA;Pop
Junio;Radio;2024;13;Luis Fonsi Feat. Demi Lovato;Echame La Culpa;PR;Pop
Junio;Radio;2024;14;Karol G;MI EX TENÃA RAZÃ“N;CO;Urbano
Junio;Radio;2024;15;Karol G Y TiÃ«sto;Contigo;CO;Urbano
Junio;Radio;2024;16;Mesita, Nicki Nicole;Una Foto Remix (feat. Emilia);US, AR;Urbano
Junio;Radio;2024;17;Marc Anthony;Vivir Mi Vida;US;Latino/Tropical
Junio;Radio;2024;18;Bizarrap, Shakira;Shakira: Bzrp Music Sessions, Vol. 53;AR, CO;Urbano
Junio;Radio;2024;19;Miley Cyrus;Flowers;US;Pop
Junio;Radio;2024;20;Benson Boone;Beautiful Things;US;Pop
Junio;Radio;2024;21;Los Bunkers;Llueve Sobre La Ciudad;CL;Rock
Junio;Radio;2024;22;Billie Eilish;Lunch;US;Pop
Junio;Radio;2024;23;Taylor Swift;Fortnight Ft. Post Malone;US;Pop
Junio;Radio;2024;24;Camila;BÃ©same;US;Pop
Junio;Radio;2024;25;Los Bunkers;Bailando Solo;CL;Rock
Junio;Radio;2024;26;Manuel Turizo;La Bachata;CO;Urbano
Junio;Radio;2024;27;Luis Fonsi;No Me Doy Por Vencido;PR;Pop
Junio;Radio;2024;28;JESSE , JOY;Lo Que Nos FaltÃ³ Decir;US;Pop
Junio;Radio;2024;29;Romeo Santos;Propuesta Indecente;US;Latino/Tropical
Junio;Radio;2024;30;Elton John, Dua Lipa;Cold Heart (PNAU Remix);GB, GB;Pop
Junio;Radio;2024;31;Justin Timberlake;Can'T Stop The Feeling!;US;Pop
Junio;Radio;2024;32;Teddy Swims;Lose Control;US;Pop
Junio;Radio;2024;33;Dua Lipa;Training Season;GB;Pop
Junio;Radio;2024;34;Floyymenor, Cris Mj;Gata Only;CL, CL;Urbano
Junio;Radio;2024;35;RosalÃ­a;DespechÃ¡;ES;Pop
Junio;Radio;2024;36;Diego Torres;Mejor Que Ayer;AR;Pop
Junio;Radio;2024;37;Emilia , Tini;La_Original.Mp3;SE;Urbano
Junio;Radio;2024;38;Mon Laferte;Tu Falta De Querer;MX;Pop
Junio;Radio;2024;39;Dua Lipa;Dance The Night;GB;Pop
Junio;Radio;2024;40;Floyymenor, Ozuna , Anitta;Gata Only (Remix);CL, PR;Urbano
Junio;Radio;2024;41;Dua Lipa;Houdini;GB;Pop
Junio;Radio;2024;42;Kali Uchis;Igual Que Un Ãngel (With Peso Pluma);US;Pop
Junio;Radio;2024;43;Ariana Grande;We Can't Be Friends (Wait For Your Love);US;Pop
Junio;Radio;2024;44;Santaferia;AlgÃºn DÃ­a Volveras;CL;Latino/Tropical
Junio;Radio;2024;45;Meduza, Onerepublic, Leony;Fire;SE, US, DE;Electrónica
Junio;Radio;2024;46;Karol G;Si Antes Te Hubiera Conocido;CO;Urbano
Junio;Radio;2024;47;SebastiÃ¡n Yatra, Manuel Turizo;Vagabundo;CO, CO;Pop
Junio;Radio;2024;48;Nicki Nicole;Ojos Verdes;AR;Urbano
Junio;Radio;2024;49;Jaxomy X Agatino Romero X Raffaella CarrÃ;Pedro;AL;Electrónica
Junio;Radio;2024;50;Ela Taubert;Â¿CÃ³mo PasÃ³?;CO;Pop
Junio;Radio;2024;51;Bizarrap;Quevedo: Bzrp Music Sessions, Vol. 52;AR;Urbano
Junio;Radio;2024;52;Harry Styles;Watermelon Sugar;GB;Pop
Junio;Radio;2024;53;Adele;Someone Like You;GB;Pop
Junio;Radio;2024;54;Chayanne;Bailando Bachata;PR;Pop
Junio;Radio;2024;55;Tiago Pzk , Ke Personajes;Piel;AR;Urbano
Junio;Radio;2024;56;Darell;Por Ti ConocÃ­ El Amor;PR;Urbano
Junio;Radio;2024;57;Karol G;PROVENZA;CO;Urbano
Junio;Radio;2024;58;Ed Sheeran;Shape Of You;GB;Pop
Junio;Radio;2024;59;Katteyes, Kidd Voodoo;Tas Texteandome;CL;Urbano
Junio;Radio;2024;60;Gervasio;Con Una Pala Y Un Sombrero;UR;Rock
Junio;Radio;2024;61;Damas Gratis, Ke Personajes;Costumbres (Vivo);AR, AR;Latino/Tropical
Junio;Radio;2024;62;Pharrell Williams;Happy;US;Pop
Junio;Radio;2024;63;Feid, Yandel;Brickell;CO, PR;Urbano
Junio;Radio;2024;64;Brytiago , Anuel Aa;Kilerito;PR;Urbano
Junio;Radio;2024;65;Gino Mella, Jairo Vera;El Amor De Tu Vida (Feat. Lenny TavÃ¡rez , Best);CL;Urbano
Junio;Radio;2024;66;Reggaeton Boys;MUEVELO;CL;Urbano
Junio;Radio;2024;67;Ia;Ia;PR;Urbano
Junio;Radio;2024;68;SebastiÃ¡n Yatra;Tacones Rojos;CO;Pop
Junio;Radio;2024;69;Big One, Ke Personajes, Fmk;Un Finde;AR, AR, AR;Latino/Tropical
Junio;Radio;2024;70;Dua Lipa;Illusion;GB;Pop
Junio;Radio;2024;71;Djo;End Of Beginning;US;Pop
Junio;Radio;2024;72;Bruno Mars;Just The Way You Are;US;Pop
Junio;Radio;2024;73;Los Prisioneros;Tren Al Sur;CL;Rock
Junio;Radio;2024;74;Dua Lipa;Don't Start Now;GB;Pop
Junio;Radio;2024;75;The Cranberries;Dreams;IE;Rock
Junio;Radio;2024;76;Amy Winehouse;Rehab;GB;Pop
Junio;Radio;2024;77;Bad Bunny, Myke Towers;Adivino;PR, PR;Urbano
Junio;Radio;2024;78;Rema, Selena Gomez;Calm Down (With Selena Gomez);NG, US;Pop
Junio;Radio;2024;79;BeyoncÃ©;Texas HoldÂ´Em;US;Pop
Junio;Radio;2024;80;Damas Gratis;No Te Creas Tan Importante;AR;Latino/Tropical
Junio;Radio;2024;81;Maluma , Carin Leon;SegÃºn QuiÃ©n;CO;Urbano
Junio;Radio;2024;82;Coldplay;Viva La Vida;GB;Pop
Junio;Radio;2024;83;Mon Laferte;Amor Completo;MX;Pop
Junio;Radio;2024;84;Diego Torres;Color Esperanza;AR;Pop
Junio;Radio;2024;85;CafÃ© Tacvba;Eres;MX;Rock
Junio;Radio;2024;86;Adele;Easy On Me;GB;Pop
Junio;Radio;2024;87;Maroon 5 Feat Christina Aguilera;Moves Like Jagger;US;Pop
Junio;Radio;2024;88;Shawn Mendes , Camila Cabello;SeÃ±orita;CA;Pop
Junio;Radio;2024;89;Robbie Williams;Angels;GB;Pop
Junio;Radio;2024;90;Aventura;Ella Y Yo;US;Latino/Tropical
Junio;Radio;2024;91;Ariana Grande;Yes, And?;US;Pop
Junio;Radio;2024;92;Bruno Mars, Anderson .Paak;Leave The Door Open;US, US;Pop
Junio;Radio;2024;93;R.E.M.;Everybody Hurts (Album Version);US;Rock
Junio;Radio;2024;94;Pablo AlborÃ¡n;Saturno;ES;Pop
Junio;Radio;2024;95;Wisin;Algo Me Gusta De Ti Feat. Chris Brown, T-Pain;PR;Electrónica
Junio;Radio;2024;96;Miguel Mateos;Obsesion;AR;Rock
Junio;Radio;2024;97;Paloma Mami;No Te Enamores;US;Urbano
Junio;Radio;2024;98;Bruno Mars;Treasure;US;Pop
Junio;Radio;2024;99;Mon Laferte;AmÃ¡rrame Feat. Juanes;MX;Pop
Junio;Radio;2024;100;Polima Westcoast , Young Cister;Vogue;CL;Urbano
Julio;Radio;2024;1;Karol G;Si Antes Te Hubiera Conocido;CO;Pop
Julio;Radio;2024;2;Maria Becerra;IMAN (Two Of Us);AR;Urbano
Julio;Radio;2024;3;Charles , Eddie;Would I Lie To You?;US;Pop
Julio;Radio;2024;4;Shakira , Cardi B;PunterÃ­a;CO;Pop
Julio;Radio;2024;5;Pablo Chill-E;Gitana (feat. Bryartz);CL;Urbano
Julio;Radio;2024;6;Sabrina Carpenter;Please Please Please;US;Pop
Julio;Radio;2024;7;Sabrina Carpenter;Espresso;US;Pop
Julio;Radio;2024;8;Marc Anthony;Vivir mi vida;US;Latino/Tropical
Julio;Radio;2024;9;Kidd Voodoo;Enrolar Feat. Easykid, Swift;CL;Urbano
Julio;Radio;2024;10;Harry Styles;As It Was;GB;Pop
Julio;Radio;2024;11;Feid, Atl Jacob;Luna;CO;Urbano
Julio;Radio;2024;12;Billie Eilish;Birds Of A Feather;US;Pop
Julio;Radio;2024;13;Morat;Faltas Tu;CO;Pop
Julio;Radio;2024;14;Carin Leon, Camilo;Una Vida Pasada;MX, ES;Pop
Julio;Radio;2024;15;Fito Paez;Mariposa Tecknicolor;AR;Rock
Julio;Radio;2024;16;Santa Feria Ft Zumbale Primo;Que Te Vaya Bien;CL;Latino/Tropical
Julio;Radio;2024;17;The Weeknd;Blinding Lights;CA;Pop
Julio;Radio;2024;18;Karol G Y TiÃ«sto;Contigo;CO;Urbano
Julio;Radio;2024;19;Benson Boone;Beautiful Things;US;Pop
Julio;Radio;2024;20;Miley Cyrus;Flowers;US;Pop
Julio;Radio;2024;21;Myke Towers;La Falda;PR;Urbano
Julio;Radio;2024;22;Journey;Don't Stop BelievinÂ´;US;Rock
Julio;Radio;2024;23;Mesita, Nicki Nicole;Una Foto Remix (feat. Emilia);US, AR;Urbano
Julio;Radio;2024;24;Manuel Turizo;La bachata;CO;Urbano
Julio;Radio;2024;25;Bizarrap, Shakira;Shakira: Bzrp Music Sessions, Vol. 53;AR, CO;Urbano
Julio;Radio;2024;26;Los Bunkers;Bailando Solo;CL;Rock
Julio;Radio;2024;27;LENNY KRAVITZ;Fly Away;US;Pop
Julio;Radio;2024;28;Chayanne;Necesito Un Segundo;PR;Pop
Julio;Radio;2024;29;Reggaeton Boys;MUEVELO;CL;Urbano
Julio;Radio;2024;30;Coldplay;feelslikeimfallinginlove;GB;Pop
Julio;Radio;2024;31;Elton John, Dua Lipa;Cold Heart (PNAU Remix);GB, GB;Pop
Julio;Radio;2024;32;Maluma;Contrato;CO;Urbano
Julio;Radio;2024;33;Taylor Swift;Fortnight ft. Post Malone;US;Pop
Julio;Radio;2024;34;Billie Eilish;Lunch;US;Pop
Julio;Radio;2024;35;Adele;Someone Like You;GB;Pop
Julio;Radio;2024;36;Emilia , Tini;La_Original.mp3;SE;Urbano
Julio;Radio;2024;37;Ariana Grande;we can't be friends (wait for your love);US;Pop
Julio;Radio;2024;38;Chayanne;Bailando;PR;Pop
Julio;Radio;2024;39;Dua Lipa;Houdini;GB;Pop
Julio;Radio;2024;40;Dua Lipa;Dance The Night;GB;Pop
Julio;Radio;2024;41;Romeo Santos;Propuesta Indecente;US;Latino/Tropical
Julio;Radio;2024;42;Dra. Tania Medina;Mi Reflejo;RD;Latino/Tropical
Julio;Radio;2024;43;Alvaro Diaz, Feid;GATITAS SANDUNGUERAS VOL.1;PR, CO;Urbano
Julio;Radio;2024;44;Trueno;REAL GANGSTA;AR;Urbano
Julio;Radio;2024;45;Mon Laferte;Tu Falta De Querer;MX;Pop
Julio;Radio;2024;46;Karol G;MI EX TENÃA RAZÃ“N;CO;Urbano
Julio;Radio;2024;47;Justin Timberlake;Can'T Stop The Feeling!;US;Pop
Julio;Radio;2024;48;Floyymenor, Ozuna , Anitta;Gata Only (Remix);CL, PR;Urbano
Julio;Radio;2024;49;Los Bunkers;Llueve Sobre La Ciudad;CL;Rock
Julio;Radio;2024;50;Tiago Pzk , Ke Personajes;Piel;AR;Urbano
Julio;Radio;2024;51;JESSE , JOY;Lo Que Nos FaltÃ³ Decir;US;Pop
Julio;Radio;2024;52;FloyyMenor y Cris MJ;Gata Only (feat. Mito Rompe);CL;Urbano
Julio;Radio;2024;53;Bayron Fire;Me Pongo Bonito;CL;Urbano
Julio;Radio;2024;54;Nicki Nicole;Ojos Verdes;AR;Urbano
Julio;Radio;2024;55;Luck Ra, Maluma, Khea;HOLA PERDIDA REMIX;AR, CO, AR;Latino/Tropical
Julio;Radio;2024;56;Bruno Mars;Just The Way You Are;US;Pop
Julio;Radio;2024;57;SebastiÃ¡n Yatra, Manuel Turizo;Vagabundo;CO, CO;Pop
Julio;Radio;2024;58;Bad Bunny, Myke Towers;Adivino;PR, PR;Urbano
Julio;Radio;2024;59;Pharrell Williams;Happy;US;Urbano
Julio;Radio;2024;60;Grupo Quetzal;El Condor Pasa;MX;Folk/Indie
Julio;Radio;2024;61;Harry Styles;Watermelon Sugar;GB;Pop
Julio;Radio;2024;62;Ed Sheeran;Perfect;GB;Pop
Julio;Radio;2024;63;RosalÃ­a;DespechÃ¡;ES;Pop
Julio;Radio;2024;64;Ed Sheeran;Shape Of You;GB;Pop
Julio;Radio;2024;65;The La Planta , Valentino Merlo;Hoy;UY;Latino/Tropical
Julio;Radio;2024;66;Bizarrap;Quevedo: Bzrp Music Sessions, Vol. 52;AR;Urbano
Julio;Radio;2024;67;No Te Va Gustar;A las nueve;UY;Rock
Julio;Radio;2024;68;Dua Lipa;Illusion;GB;Pop
Julio;Radio;2024;69;SebastiÃ¡n Yatra;Tacones Rojos;CO;Pop
Julio;Radio;2024;70;Mon Laferte;Amor Completo;MX;Pop
Julio;Radio;2024;71;Francisca Valenzuela;Afortunada;CL;Rock
Julio;Radio;2024;72;Darell;Por Ti ConocÃ­ el Amor;PR;Urbano
Julio;Radio;2024;73;Ia;Ia;JP;Urbano
Julio;Radio;2024;74;Big One, Ke Personajes, Fmk;Un Finde;AR, AR, AR;Urbano
Julio;Radio;2024;75;Los Diablos;Lazos De Amistad;ES;Pop
Julio;Radio;2024;76;Camila;Todo Cambio;US;Pop
Julio;Radio;2024;77;Maria Becerra;CorazÃ³n VacÃ­o;AR;Urbano
Julio;Radio;2024;78;Morat;Cuando Nadie Ve;CO;Pop
Julio;Radio;2024;79;Teddy Swims;Lose Control;US;Pop
Julio;Radio;2024;80;Emmanuel;Bella SeÃ±ora;AU;Latino/Tropical
Julio;Radio;2024;81;Dua Lipa;Training Season;GB;Pop
Julio;Radio;2024;82;Los Ãngeles Azules, Emilia;Perdonarte Â¿Para QuÃ©?;MX, SE;Urbano
Julio;Radio;2024;83;Shawn Mendes , Camila Cabello;SeÃ±orita;CA;Pop
Julio;Radio;2024;84;Charles , Eddie;Would I Lie To You;US;Pop
Julio;Radio;2024;85;Jaxomy X Agatino Romero X Raffaella CarrÃ;Pedro;AL;Electrónica
Julio;Radio;2024;86;Robi, Young Miko;sorry es que soy bipolarrr;BG, PR;Urbano
Julio;Radio;2024;87;Emmanuel;La Chica De Humo;AU;Pop
Julio;Radio;2024;88;Rauw Alejandro;Todo De Ti;PR;Urbano
Julio;Radio;2024;89;Calvin Harris Feat Dua Lipa;One Kiss;GB;Pop
Julio;Radio;2024;90;Eliza Rose X Calvin Harris;Body Moving;GB;Electrónica
Julio;Radio;2024;91;Adele;Easy On Me;GB;Pop
Julio;Radio;2024;92;Karol G;PROVENZA;CO;Urbano
Julio;Radio;2024;93;BACILOS;Caraluna;US;Pop
Julio;Radio;2024;94;Ke Personajes;AdiÃ³s Amor , Oye Mujer;AR;Latino/Tropical
Julio;Radio;2024;95;Katteyes, Kidd Voodoo;Tas Texteandome;CL;Urbano
Julio;Radio;2024;96;Coldplay;Viva La Vida;GB;Pop
Julio;Radio;2024;97;Rauw Alejandro;Touching The Sky;PR;Urbano
Julio;Radio;2024;98;Dua Lipa;Don't Start Now;GB;Pop
Julio;Radio;2024;99;Amy Winehouse;Rehab;GB;Pop
Julio;Radio;2024;100;Robbie Williams;Angels;GB;Pop
Agosto;Radio;2024;1;Karol G;Si Antes Te Hubiera Conocido;CO;Urbano
Agosto;Radio;2024;2;Billie Eilish;Birds Of A Feather;US;Pop
Agosto;Radio;2024;3;Carin Leon, Camilo;Una Vida Pasada;MX, ES;Pop
Agosto;Radio;2024;4;Maria Becerra;IMAN (Two Of Us);AR;Urbano
Agosto;Radio;2024;5;Charles , Eddie;Would I Lie To You?;US;Pop
Agosto;Radio;2024;6;Sabrina Carpenter;Please Please Please;US;Pop
Agosto;Radio;2024;7;Sabrina Carpenter;Espresso;US;Pop
Agosto;Radio;2024;8;Pablo Chill-E;Gitana (feat. Bryartz);CL;Urbano
Agosto;Radio;2024;9;Harry Styles;As It Was;GB;Pop
Agosto;Radio;2024;10;Los Bunkers;Bailando Solo;CL;Rock
Agosto;Radio;2024;11;Emmanuel;La Chica De Humo;AU;Pop
Agosto;Radio;2024;12;Jere Klein, Nicki Nicole;X ESO BB;CL, AR;Urbano
Agosto;Radio;2024;13;Feid, Atl Jacob;Luna;CO;Urbano
Agosto;Radio;2024;14;Santaferia;AlgÃºn DÃ­a Volveras;CL;Latino/Tropical
Agosto;Radio;2024;15;Miley Cyrus;Flowers;US;Pop
Agosto;Radio;2024;16;Bizarrap, Shak;Shakira: Bzrp Music Sessions, Vol. 53;AR;Urbano
Agosto;Radio;2024;17;Santa Feria Ft Zumbale Primo;Que Te Vaya Bien;CL;Latino/Tropical
Agosto;Radio;2024;18;Kidd Voodoo;Enrolar Feat. Easykid, Swift;CL;Urbano
Agosto;Radio;2024;19;Manuel Turizo;La bachata;CO;Urbano
Agosto;Radio;2024;20;Los Ãngeles Azules, Emilia;Perdonarte Â¿Para QuÃ©?;MX, SE;Latino/Tropical
Agosto;Radio;2024;21;Nicki Nicole;Ojos Verdes;AR;Urbano
Agosto;Radio;2024;22;Maluma;Contrato;CO;Urbano
Agosto;Radio;2024;23;Myke Towers;La Falda;PR;Urbano
Agosto;Radio;2024;24;Morat;Faltas Tu;CO;Pop
Agosto;Radio;2024;25;The La Planta , Valentino Merlo;Hoy;UY;Latino/Tropical
Agosto;Radio;2024;26;Bayron Fire;Me Pongo Bonito;CL;Latino/Tropical
Agosto;Radio;2024;27;The Weeknd;Blinding Lights;CA;Pop
Agosto;Radio;2024;28;Chayanne;Necesito Un Segundo;PR;Pop
Agosto;Radio;2024;29;Kapo;Ohnana;CO;Latino/Tropical
Agosto;Radio;2024;30;Luck Ra , Chayanne;Un Siglo Sin Ti;US;Latino/Tropical
Agosto;Radio;2024;31;Trueno;REAL GANGSTA;AR;Urbano
Agosto;Radio;2024;32;Christian Walker;In The Futurismo;US;Urbano
Agosto;Radio;2024;33;Elton John, Dua Lipa;Cold Heart (PNAU Remix);GB, GB;Pop
Agosto;Radio;2024;34;Shakira , Cardi B;PunterÃ­a;CO;Pop
Agosto;Radio;2024;35;Benson Boone;Beautiful Things;US;Pop
